datetime,frame_number,x,y,z
2024-08-29 23:57:34.808266,394,"[-2.3078868  -2.3007305  -2.3104618  ...  0.33041647  0.32990846
  0.33095407]","[-1.6800256  -1.6800256  -1.6923958  ...  0.25654584  0.2553395
  0.2553395 ]",[4.346      4.346      4.3780003  ... 0.638      0.63500005 0.63500005]
2024-08-29 23:57:34.847482,395,"[-2.2919555  -2.2848487  -2.2777414  ...  0.327827    0.32886937
  0.32991168]",[-1.6684284 -1.6684284 -1.6684284 ...  0.2545353  0.2545353  0.2545353],[4.316 4.316 4.316 ... 0.633 0.633 0.633]
2024-08-29 23:57:34.890353,397,"[-2.2754936  -2.2684379  -2.2613816  ...  0.33404174  0.3330257
  0.3340812 ]","[-1.6564449  -1.6564449  -1.6564449  ...  0.2593606   0.25775218
  0.25775218]",[4.2850003  4.2850003  4.2850003  ... 0.64500004 0.64100003 0.64100003]
2024-08-29 23:57:34.932720,398,"[-2.2595625  -2.2525558  -2.2455492  ...  0.33352387  0.33198664
  0.33303884]","[-1.6448479  -1.6448479  -1.6448479  ...  0.2589585   0.25694796
  0.25694796]",[4.255      4.255      4.255      ... 0.64400005 0.63900006 0.63900006]
2024-08-29 23:57:34.973587,399,"[-2.2595625  -2.2525558  -2.2455492  ...  0.33300593  0.33198664
  0.33303884]","[-1.6448479  -1.6448479  -1.6448479  ...  0.25855637  0.25694796
  0.25694796]",[4.255      4.255      4.255      ... 0.643      0.63900006 0.63900006]
2024-08-29 23:57:35.014145,400,"[-2.3588665  -2.351552   -2.3442373  ...  0.33248806  0.33198664
  0.33303884]","[-1.7171361  -1.7171361  -1.7171361  ...  0.25815427  0.25694796
  0.25694796]",[4.4420004  4.4420004  4.4420004  ... 0.642      0.63900006 0.63900006]
2024-08-29 23:57:35.055988,401,"[-2.183624   -2.176853   -2.1553051  ...  0.33041647  0.330428
  0.33147526]","[-1.5895685  -1.5895685  -1.5787446  ...  0.25654584  0.25574163
  0.25574163]",[4.112      4.112      4.084      ... 0.638      0.63600004 0.63600004]
2024-08-29 23:57:35.099711,403,"[-2.2754936  -2.2684379  -2.2613816  ...  0.3298986   0.32990846
  0.33095407]","[-1.6564449  -1.6564449  -1.6564449  ...  0.25614372  0.2553395
  0.2553395 ]",[4.2850003  4.2850003  4.2850003  ... 0.637      0.63500005 0.63500005]
2024-08-29 23:57:35.138874,404,"[-2.2754936  -2.2684379  -2.2777414  ...  0.33145228  0.330428
  0.33147526]","[-1.6564449  -1.6564449  -1.6684284  ...  0.25735006  0.25574163
  0.25574163]",[4.2850003  4.2850003  4.316      ... 0.64000005 0.63600004 0.63600004]
2024-08-29 23:57:35.178972,405,"[-2.3248801  -2.317671   -2.3104618  ...  0.32886282  0.32886937
  0.32991168]",[-1.6923958 -1.6923958 -1.6923958 ...  0.2553395  0.2545353  0.2545353],[4.3780003  4.3780003  4.3780003  ... 0.63500005 0.633      0.633     ]
2024-08-29 23:57:35.216235,406,"[-2.2595625  -2.2525558  -2.2613816  ...  0.32886282  0.32886937
  0.32991168]",[-1.6448479 -1.6448479 -1.6564449 ...  0.2553395  0.2545353  0.2545353],[4.255      4.255      4.2850003  ... 0.63500005 0.633      0.633     ]
2024-08-29 23:57:35.259718,408,"[-2.2441623  -2.2372038  -2.2302449  ...  0.32886282  0.3293889
  0.33043286]","[-1.6336374  -1.6336374  -1.6336374  ...  0.2553395   0.25493738
  0.25493738]",[4.2260003  4.2260003  4.2260003  ... 0.63500005 0.634      0.634     ]
2024-08-29 23:57:35.303812,409,"[-2.3413422  -2.3340821  -2.3268218  ...  0.3298986   0.32990846
  0.33095407]","[-1.7043794  -1.7043794  -1.7043794  ...  0.25614372  0.2553395
  0.2553395 ]",[4.4090004  4.4090004  4.4090004  ... 0.637      0.63500005 0.63500005]
2024-08-29 23:57:35.343577,410,"[-2.3078868  -2.3007305  -2.3104618  ...  0.33197016  0.33198664
  0.33303884]","[-1.6800256  -1.6800256  -1.6923958  ...  0.25775218  0.25694796
  0.25694796]",[4.346      4.346      4.3780003  ... 0.64100003 0.63900006 0.63900006]
2024-08-29 23:57:35.383902,411,"[-2.2595625  -2.2525558  -2.2613816  ...  0.33041647  0.32990846
  0.33095407]","[-1.6448479  -1.6448479  -1.6564449  ...  0.25654584  0.2553395
  0.2553395 ]",[4.255      4.255      4.2850003  ... 0.638      0.63500005 0.63500005]
2024-08-29 23:57:35.426263,413,"[-2.2754936  -2.2684379  -2.2777414  ...  0.33145228  0.330428
  0.33147526]","[-1.6564449  -1.6564449  -1.6684284  ...  0.25735006  0.25574163
  0.25574163]",[4.2850003  4.2850003  4.316      ... 0.64000005 0.63600004 0.63600004]
2024-08-29 23:57:35.471543,414,"[-2.3078868  -2.3007305  -2.2935739  ...  0.3309344   0.32990846
  0.33095407]","[-1.6800256  -1.6800256  -1.6800256  ...  0.25694796  0.2553395
  0.2553395 ]",[4.346      4.346      4.346      ... 0.63900006 0.63500005 0.63500005]
2024-08-29 23:57:35.511418,415,"[-2.2133622  -2.206499   -2.21494    ...  0.33248806  0.33198664
  0.33303884]","[-1.6112164  -1.6112164  -1.6224269  ...  0.25815427  0.25694796
  0.25694796]",[4.168      4.168      4.197      ... 0.642      0.63900006 0.63900006]
2024-08-29 23:57:35.555942,417,"[-2.2595625  -2.2525558  -2.2613816  ...  0.3309344   0.330428
  0.33147526]","[-1.6448479  -1.6448479  -1.6564449  ...  0.25694796  0.25574163
  0.25574163]",[4.255      4.255      4.2850003  ... 0.63900006 0.63600004 0.63600004]
2024-08-29 23:57:35.595709,418,"[-2.2133622  -2.206499   -2.21494    ...  0.3293807   0.3293889
  0.33043286]","[-1.6112164  -1.6112164  -1.6224269  ...  0.25574163  0.25493738
  0.25493738]",[4.168      4.168      4.197      ... 0.63600004 0.634      0.634     ]
2024-08-29 23:57:35.637041,419,"[-2.2919555  -2.2848487  -2.2935739  ...  0.3309344   0.330428
  0.33147526]","[-1.6684284  -1.6684284  -1.6800256  ...  0.25694796  0.25574163
  0.25574163]",[4.316      4.316      4.346      ... 0.63900006 0.63600004 0.63600004]
2024-08-29 23:57:35.678809,420,"[-2.2441623  -2.2372038  -2.2302449  ...  0.33041647  0.32990846
  0.33095407]","[-1.6336374  -1.6336374  -1.6336374  ...  0.25654584  0.2553395
  0.2553395 ]",[4.2260003  4.2260003  4.2260003  ... 0.638      0.63500005 0.63500005]
2024-08-29 23:57:35.722776,421,"[-2.3588665  -2.351552   -2.3442373  ...  0.3309344   0.330428
  0.33147526]","[-1.7171361  -1.7171361  -1.7171361  ...  0.25694796  0.25574163
  0.25574163]",[4.4420004  4.4420004  4.4420004  ... 0.63900006 0.63600004 0.63600004]
2024-08-29 23:57:35.766635,423,"[-2.2754936  -2.2684379  -2.2777414  ...  0.33300593  0.33250618
  0.33356002]","[-1.6564449  -1.6564449  -1.6684284  ...  0.25855637  0.25735006
  0.25735006]",[4.2850003  4.2850003  4.316      ... 0.643      0.64000005 0.64000005]
2024-08-29 23:57:35.807253,424,"[-2.2919555  -2.2848487  -2.2777414  ...  0.3298986   0.3293889
  0.33043286]","[-1.6684284  -1.6684284  -1.6684284  ...  0.25614372  0.25493738
  0.25493738]",[4.316 4.316 4.316 ... 0.637 0.634 0.634]
2024-08-29 23:57:35.849287,425,"[-2.2287621  -2.2218513  -2.21494    ...  0.33145228  0.33094752
  0.33199644]","[-1.6224269  -1.6224269  -1.6224269  ...  0.25735006  0.25614372
  0.25614372]",[4.197      4.197      4.197      ... 0.64000005 0.637      0.637     ]
2024-08-29 23:57:35.894842,427,"[-2.2595625  -2.2525558  -2.2455492  ...  0.3293807   0.32886937
  0.32991168]","[-1.6448479  -1.6448479  -1.6448479  ...  0.25574163  0.2545353
  0.2545353 ]",[4.255      4.255      4.255      ... 0.63600004 0.633      0.633     ]
2024-08-29 23:57:35.936682,428,"[-2.183624   -2.176853   -2.1700819  ...  0.3309344   0.33094752
  0.33199644]","[-1.5895685  -1.5895685  -1.5895685  ...  0.25694796  0.25614372
  0.25614372]",[4.112      4.112      4.112      ... 0.63900006 0.637      0.637     ]
2024-08-29 23:57:35.977682,429,"[-2.3078868  -2.3007305  -2.3104618  ...  0.33300593  0.33250618
  0.33356002]","[-1.6800256  -1.6800256  -1.6923958  ...  0.25855637  0.25735006
  0.25735006]",[4.346      4.346      4.3780003  ... 0.643      0.64000005 0.64000005]
2024-08-29 23:57:36.017061,430,"[-2.2919555  -2.2848487  -2.2935739  ...  0.3298986   0.32990846
  0.33095407]","[-1.6684284  -1.6684284  -1.6800256  ...  0.25614372  0.2553395
  0.2553395 ]",[4.316      4.316      4.346      ... 0.637      0.63500005 0.63500005]
2024-08-29 23:57:36.059218,432,"[-2.2133622  -2.206499   -2.1996355  ...  0.33197016  0.33094752
  0.33199644]","[-1.6112164  -1.6112164  -1.6112164  ...  0.25775218  0.25614372
  0.25614372]",[4.168      4.168      4.168      ... 0.64100003 0.637      0.637     ]
2024-08-29 23:57:36.103542,433,"[-2.2595625  -2.2525558  -2.2455492  ...  0.3298986   0.32886937
  0.32991168]","[-1.6448479  -1.6448479  -1.6448479  ...  0.25614372  0.2545353
  0.2545353 ]",[4.255 4.255 4.255 ... 0.637 0.633 0.633]
2024-08-29 23:57:36.143403,434,"[-2.1984932  -2.1916761  -2.1848588  ...  0.32886282  0.32990846
  0.33095407]",[-1.6003926 -1.6003926 -1.6003926 ...  0.2553395  0.2553395  0.2553395],[4.1400003  4.1400003  4.1400003  ... 0.63500005 0.63500005 0.63500005]
2024-08-29 23:57:36.184236,435,"[-2.1984932  -2.1916761  -2.1996355  ...  0.3293807   0.3293889
  0.33043286]","[-1.6003926  -1.6003926  -1.6112164  ...  0.25574163  0.25493738
  0.25493738]",[4.1400003  4.1400003  4.168      ... 0.63600004 0.634      0.634     ]
2024-08-29 23:57:36.226175,437,"[-2.3413422  -2.3340821  -2.3442373  ...  0.3309344   0.32990846
  0.33095407]","[-1.7043794  -1.7043794  -1.7171361  ...  0.25694796  0.2553395
  0.2553395 ]",[4.4090004  4.4090004  4.4420004  ... 0.63900006 0.63500005 0.63500005]
2024-08-29 23:57:36.269281,438,"[-2.2441623  -2.2372038  -2.2302449  ...  0.3298986   0.3293889
  0.33043286]","[-1.6336374  -1.6336374  -1.6336374  ...  0.25614372  0.25493738
  0.25493738]",[4.2260003 4.2260003 4.2260003 ... 0.637     0.634     0.634    ]
2024-08-29 23:57:36.308855,439,"[-2.2754936  -2.2684379  -2.2777414  ...  0.33404174  0.3330257
  0.3340812 ]","[-1.6564449  -1.6564449  -1.6684284  ...  0.2593606   0.25775218
  0.25775218]",[4.2850003  4.2850003  4.316      ... 0.64500004 0.64100003 0.64100003]
2024-08-29 23:57:36.348759,440,[-2.2287621 -2.2218513 -2.21494   ...  0.         0.3330257  0.3340812],"[-1.6224269  -1.6224269  -1.6224269  ...  0.          0.25775218
  0.25775218]",[4.197      4.197      4.197      ... 0.         0.64100003 0.64100003]
2024-08-29 23:57:36.390209,442,"[-2.2133622  -2.206499   -2.21494    ...  0.3355954   0.33354524
  0.3346024 ]","[-1.6112164  -1.6112164  -1.6224269  ...  0.26056692  0.25815427
  0.25815427]",[4.168 4.168 4.197 ... 0.648 0.642 0.642]
2024-08-29 23:57:36.433793,443,"[-2.2595625  -2.2525558  -2.2455492  ...  0.3309344   0.33094752
  0.33199644]","[-1.6448479  -1.6448479  -1.6448479  ...  0.25694796  0.25614372
  0.25614372]",[4.255      4.255      4.255      ... 0.63900006 0.637      0.637     ]
2024-08-29 23:57:36.474614,444,"[-2.2287621  -2.2218513  -2.21494    ...  0.3293807   0.330428
  0.33147526]","[-1.6224269  -1.6224269  -1.6224269  ...  0.25574163  0.25574163
  0.25574163]",[4.197      4.197      4.197      ... 0.63600004 0.63600004 0.63600004]
2024-08-29 23:57:36.515535,445,"[-2.3078868  -2.3007305  -2.2935739  ...  0.33041647  0.32990846
  0.33095407]","[-1.6800256  -1.6800256  -1.6800256  ...  0.25654584  0.2553395
  0.2553395 ]",[4.346      4.346      4.346      ... 0.638      0.63500005 0.63500005]
2024-08-29 23:57:36.558353,447,"[-2.2595625  -2.2525558  -2.2613816  ...  0.32834488  0.3293889
  0.33043286]","[-1.6448479  -1.6448479  -1.6564449  ...  0.25493738  0.25493738
  0.25493738]",[4.255     4.255     4.2850003 ... 0.634     0.634     0.634    ]
2024-08-29 23:57:36.602548,448,"[-2.3248801  -2.317671   -2.3268218  ...  0.33248806  0.33250618
  0.33356002]","[-1.6923958  -1.6923958  -1.7043794  ...  0.25815427  0.25735006
  0.25735006]",[4.3780003  4.3780003  4.4090004  ... 0.642      0.64000005 0.64000005]
2024-08-29 23:57:36.643545,449,"[-2.2754936  -2.2684379  -2.2613816  ...  0.3298986   0.32990846
  0.33095407]","[-1.6564449  -1.6564449  -1.6564449  ...  0.25614372  0.2553395
  0.2553395 ]",[4.2850003  4.2850003  4.2850003  ... 0.637      0.63500005 0.63500005]
2024-08-29 23:57:36.685368,450,"[-2.2287621  -2.2218513  -2.2302449  ...  0.32886282  0.32886937
  0.32991168]",[-1.6224269 -1.6224269 -1.6336374 ...  0.2553395  0.2545353  0.2545353],[4.197      4.197      4.2260003  ... 0.63500005 0.633      0.633     ]
2024-08-29 23:57:36.728414,452,"[-2.2133622  -2.206499   -2.1996355  ...  0.3309344   0.330428
  0.33147526]","[-1.6112164  -1.6112164  -1.6112164  ...  0.25694796  0.25574163
  0.25574163]",[4.168      4.168      4.168      ... 0.63900006 0.63600004 0.63600004]
2024-08-29 23:57:36.771871,453,"[-2.2287621  -2.2218513  -2.2302449  ...  0.33197016  0.330428
  0.33147526]","[-1.6224269  -1.6224269  -1.6336374  ...  0.25775218  0.25574163
  0.25574163]",[4.197      4.197      4.2260003  ... 0.64100003 0.63600004 0.63600004]
2024-08-29 23:57:36.811846,454,"[-2.168755   -2.1620302  -2.1553051  ...  0.3309344   0.33094752
  0.33199644]","[-1.5787446  -1.5787446  -1.5787446  ...  0.25694796  0.25614372
  0.25614372]",[4.084      4.084      4.084      ... 0.63900006 0.637      0.637     ]
2024-08-29 23:57:36.853555,456,"[-2.3588665  -2.351552   -2.3442373  ...  0.33300593  0.32990846
  0.33095407]","[-1.7171361  -1.7171361  -1.7171361  ...  0.25855637  0.2553395
  0.2553395 ]",[4.4420004  4.4420004  4.4420004  ... 0.643      0.63500005 0.63500005]
2024-08-29 23:57:36.898487,457,"[-2.2441623  -2.2372038  -2.2302449  ...  0.33611333  0.33354524
  0.3346024 ]","[-1.6336374  -1.6336374  -1.6336374  ...  0.26096904  0.25815427
  0.25815427]",[4.2260003  4.2260003  4.2260003  ... 0.64900005 0.642      0.642     ]
2024-08-29 23:57:36.939699,458,"[-2.3078868  -2.3007305  -2.3104618  ...  0.33611333  0.3330257
  0.3340812 ]","[-1.6800256  -1.6800256  -1.6923958  ...  0.26096904  0.25775218
  0.25775218]",[4.346      4.346      4.3780003  ... 0.64900005 0.64100003 0.64100003]
2024-08-29 23:57:36.979674,459,"[-2.2287621  -2.2218513  -2.2302449  ...  0.33455965  0.33458433
  0.33564478]",[-1.6224269 -1.6224269 -1.6336374 ...  0.2597627  0.2589585  0.2589585],[4.197      4.197      4.2260003  ... 0.646      0.64400005 0.64400005]
2024-08-29 23:57:37.023165,461,"[-2.3413422  -2.3340821  -2.3268218  ...  0.33197016  0.33198664
  0.33303884]","[-1.7043794  -1.7043794  -1.7043794  ...  0.25775218  0.25694796
  0.25694796]",[4.4090004  4.4090004  4.4090004  ... 0.64100003 0.63900006 0.63900006]
2024-08-29 23:57:37.065378,462,"[-2.2133622  -2.206499   -2.21494    ...  0.33300593  0.33198664
  0.33303884]","[-1.6112164  -1.6112164  -1.6224269  ...  0.25855637  0.25694796
  0.25694796]",[4.168      4.168      4.197      ... 0.643      0.63900006 0.63900006]
2024-08-29 23:57:37.105772,463,"[-2.183624   -2.176853   -2.1700819  ...  0.3309344   0.32990846
  0.33095407]","[-1.5895685  -1.5895685  -1.5895685  ...  0.25694796  0.2553395
  0.2553395 ]",[4.112      4.112      4.112      ... 0.63900006 0.63500005 0.63500005]
2024-08-29 23:57:37.148600,464,"[-2.3078868  -2.3007305  -2.2777414  ...  0.32834488  0.3293889
  0.33043286]","[-1.6800256  -1.6800256  -1.6684284  ...  0.25493738  0.25493738
  0.25493738]",[4.346 4.346 4.316 ... 0.634 0.634 0.634]
2024-08-29 23:57:37.192061,466,"[-2.3078868  -2.3007305  -2.2935739  ...  0.3298986   0.3293889
  0.33043286]","[-1.6800256  -1.6800256  -1.6800256  ...  0.25614372  0.25493738
  0.25493738]",[4.346 4.346 4.346 ... 0.637 0.634 0.634]
2024-08-29 23:57:37.238663,467,"[-2.2287621  -2.2218513  -2.2302449  ...  0.327827    0.32886937
  0.32991168]",[-1.6224269 -1.6224269 -1.6336374 ...  0.2545353  0.2545353  0.2545353],[4.197     4.197     4.2260003 ... 0.633     0.633     0.633    ]
2024-08-29 23:57:37.278000,468,"[-2.2287621  -2.2218513  -2.21494    ...  0.32886282  0.32990846
  0.33095407]",[-1.6224269 -1.6224269 -1.6224269 ...  0.2553395  0.2553395  0.2553395],[4.197      4.197      4.197      ... 0.63500005 0.63500005 0.63500005]
2024-08-29 23:57:37.322686,470,"[-2.2919555  -2.2848487  -2.2935739  ...  0.3309344   0.330428
  0.33147526]","[-1.6684284  -1.6684284  -1.6800256  ...  0.25694796  0.25574163
  0.25574163]",[4.316      4.316      4.346      ... 0.63900006 0.63600004 0.63600004]
2024-08-29 23:57:37.364942,471,"[-2.3078868  -2.3007305  -2.3104618  ...  0.33145228  0.33094752
  0.33199644]","[-1.6800256  -1.6800256  -1.6923958  ...  0.25735006  0.25614372
  0.25614372]",[4.346      4.346      4.3780003  ... 0.64000005 0.637      0.637     ]
2024-08-29 23:57:37.406205,472,"[-2.2595625  -2.2525558  -2.2613816  ...  0.33197016  0.33094752
  0.33199644]","[-1.6448479  -1.6448479  -1.6564449  ...  0.25775218  0.25614372
  0.25614372]",[4.255      4.255      4.2850003  ... 0.64100003 0.637      0.637     ]
2024-08-29 23:57:37.445974,473,"[-2.2287621  -2.2218513  -2.21494    ...  0.33300593  0.33250618
  0.33356002]","[-1.6224269  -1.6224269  -1.6224269  ...  0.25855637  0.25735006
  0.25735006]",[4.197      4.197      4.197      ... 0.643      0.64000005 0.64000005]
2024-08-29 23:57:37.485883,475,"[-2.2595625  -2.2525558  -2.2455492  ...  0.3298986   0.3293889
  0.33043286]","[-1.6448479  -1.6448479  -1.6448479  ...  0.25614372  0.25493738
  0.25493738]",[4.255 4.255 4.255 ... 0.637 0.634 0.634]
2024-08-29 23:57:37.526166,476,"[-2.3078868  -2.3007305  -2.2935739  ...  0.33041647  0.32990846
  0.33095407]","[-1.6800256  -1.6800256  -1.6800256  ...  0.25654584  0.2553395
  0.2553395 ]",[4.346      4.346      4.346      ... 0.638      0.63500005 0.63500005]
2024-08-29 23:57:37.569367,477,"[-2.3078868  -2.3007305  -2.3104618  ...  0.3298986   0.32990846
  0.33095407]","[-1.6800256  -1.6800256  -1.6923958  ...  0.25614372  0.2553395
  0.2553395 ]",[4.346      4.346      4.3780003  ... 0.637      0.63500005 0.63500005]
2024-08-29 23:57:37.609102,478,"[-2.3758595  -2.3684924  -2.3785408  ...  0.3298986   0.32990846
  0.33095407]","[-1.7295063  -1.7295063  -1.7422631  ...  0.25614372  0.2553395
  0.2553395 ]",[4.474      4.474      4.5070004  ... 0.637      0.63500005 0.63500005]
2024-08-29 23:57:37.649296,479,"[-2.2919555  -2.2848487  -2.2777414  ...  0.3309344   0.330428
  0.33147526]","[-1.6684284  -1.6684284  -1.6684284  ...  0.25694796  0.25574163
  0.25574163]",[4.316      4.316      4.316      ... 0.63900006 0.63600004 0.63600004]
2024-08-29 23:57:37.692693,481,"[-2.2595625  -2.2525558  -2.2613816  ...  0.33300593  0.33198664
  0.33303884]","[-1.6448479  -1.6448479  -1.6564449  ...  0.25855637  0.25694796
  0.25694796]",[4.255      4.255      4.2850003  ... 0.643      0.63900006 0.63900006]
2024-08-29 23:57:37.735535,482,"[-2.1984932  -2.1916761  -2.1848588  ...  0.33300593  0.3330257
  0.3340812 ]","[-1.6003926  -1.6003926  -1.6003926  ...  0.25855637  0.25775218
  0.25775218]",[4.1400003  4.1400003  4.1400003  ... 0.643      0.64100003 0.64100003]
2024-08-29 23:57:37.775534,483,"[-2.2287621  -2.2218513  -2.21494    ...  0.33041647  0.32990846
  0.33095407]","[-1.6224269  -1.6224269  -1.6224269  ...  0.25654584  0.2553395
  0.2553395 ]",[4.197      4.197      4.197      ... 0.638      0.63500005 0.63500005]
2024-08-29 23:57:37.816971,484,"[-2.2595625  -2.2525558  -2.2777414  ...  0.3309344   0.33094752
  0.33199644]","[-1.6448479  -1.6448479  -1.6684284  ...  0.25694796  0.25614372
  0.25614372]",[4.255      4.255      4.316      ... 0.63900006 0.637      0.637     ]
2024-08-29 23:57:37.859496,486,"[-2.2287621  -2.2218513  -2.21494    ...  0.33041647  0.330428
  0.33147526]","[-1.6224269  -1.6224269  -1.6224269  ...  0.25654584  0.25574163
  0.25574163]",[4.197      4.197      4.197      ... 0.638      0.63600004 0.63600004]
2024-08-29 23:57:37.903150,487,"[-2.3588665  -2.351552   -2.361125   ...  0.3298986   0.32990846
  0.33095407]","[-1.7171361  -1.7171361  -1.7295063  ...  0.25614372  0.2553395
  0.2553395 ]",[4.4420004  4.4420004  4.474      ... 0.637      0.63500005 0.63500005]
2024-08-29 23:57:37.943393,488,"[-2.2754936  -2.2684379  -2.2777414  ...  0.3309344   0.32990846
  0.33095407]","[-1.6564449  -1.6564449  -1.6684284  ...  0.25694796  0.2553395
  0.2553395 ]",[4.2850003  4.2850003  4.316      ... 0.63900006 0.63500005 0.63500005]
2024-08-29 23:57:37.984430,489,"[-2.2441623  -2.2372038  -2.2302449  ...  0.33041647  0.32990846
  0.33095407]","[-1.6336374  -1.6336374  -1.6336374  ...  0.25654584  0.2553395
  0.2553395 ]",[4.2260003  4.2260003  4.2260003  ... 0.638      0.63500005 0.63500005]
2024-08-29 23:57:38.029957,491,"[-2.2441623  -2.2372038  -2.2455492  ...  0.33404174  0.33354524
  0.3346024 ]","[-1.6336374  -1.6336374  -1.6448479  ...  0.2593606   0.25815427
  0.25815427]",[4.2260003  4.2260003  4.255      ... 0.64500004 0.642      0.642     ]
2024-08-29 23:57:38.072698,492,"[-2.3413422  -2.3340821  -2.3442373  ...  0.33197016  0.33198664
  0.33303884]","[-1.7043794  -1.7043794  -1.7171361  ...  0.25775218  0.25694796
  0.25694796]",[4.4090004  4.4090004  4.4420004  ... 0.64100003 0.63900006 0.63900006]
2024-08-29 23:57:38.114337,493,"[-2.2441623  -2.2372038  -2.2455492  ...  0.33404174  0.3330257
  0.3340812 ]","[-1.6336374  -1.6336374  -1.6448479  ...  0.2593606   0.25775218
  0.25775218]",[4.2260003  4.2260003  4.255      ... 0.64500004 0.64100003 0.64100003]
2024-08-29 23:57:38.153040,494,"[-2.2287621  -2.2218513  -2.21494    ...  0.33197016  0.33146706
  0.33251762]","[-1.6224269  -1.6224269  -1.6224269  ...  0.25775218  0.25654584
  0.25654584]",[4.197      4.197      4.197      ... 0.64100003 0.638      0.638     ]
2024-08-29 23:57:38.195888,496,"[-2.2919555  -2.2848487  -2.2935739  ...  0.32834488  0.3293889
  0.33043286]","[-1.6684284  -1.6684284  -1.6800256  ...  0.25493738  0.25493738
  0.25493738]",[4.316 4.316 4.346 ... 0.634 0.634 0.634]
2024-08-29 23:57:38.242114,497,"[-2.168755   -2.1620302  -2.1553051  ...  0.3293807   0.3293889
  0.33043286]","[-1.5787446  -1.5787446  -1.5787446  ...  0.25574163  0.25493738
  0.25493738]",[4.084      4.084      4.084      ... 0.63600004 0.634      0.634     ]
2024-08-29 23:57:38.283154,498,"[-2.2287621  -2.2218513  -2.2302449  ...  0.33197016  0.33146706
  0.33251762]","[-1.6224269  -1.6224269  -1.6336374  ...  0.25775218  0.25654584
  0.25654584]",[4.197      4.197      4.2260003  ... 0.64100003 0.638      0.638     ]
2024-08-29 23:57:38.325274,499,"[-2.2441623  -2.2372038  -2.2302449  ...  0.3309344   0.33094752
  0.33199644]","[-1.6336374  -1.6336374  -1.6336374  ...  0.25694796  0.25614372
  0.25614372]",[4.2260003  4.2260003  4.2260003  ... 0.63900006 0.637      0.637     ]
2024-08-29 23:57:38.368006,501,"[-2.2919555  -2.2848487  -2.2935739  ...  0.33145228  0.330428
  0.33147526]","[-1.6684284  -1.6684284  -1.6800256  ...  0.25735006  0.25574163
  0.25574163]",[4.316      4.316      4.346      ... 0.64000005 0.63600004 0.63600004]
2024-08-29 23:57:38.408165,502,"[-2.2595625  -2.2525558  -2.2455492  ...  0.3293807   0.3293889
  0.33043286]","[-1.6448479  -1.6448479  -1.6448479  ...  0.25574163  0.25493738
  0.25493738]",[4.255      4.255      4.255      ... 0.63600004 0.634      0.634     ]
2024-08-29 23:57:38.449857,503,"[-2.2919555  -2.2848487  -2.2613816  ...  0.33197016  0.33146706
  0.33251762]","[-1.6684284  -1.6684284  -1.6564449  ...  0.25775218  0.25654584
  0.25654584]",[4.316      4.316      4.2850003  ... 0.64100003 0.638      0.638     ]
2024-08-29 23:57:38.494716,505,"[-2.3588665  -2.351552   -2.3442373  ...  0.3309344   0.33094752
  0.33199644]","[-1.7171361  -1.7171361  -1.7171361  ...  0.25694796  0.25614372
  0.25614372]",[4.4420004  4.4420004  4.4420004  ... 0.63900006 0.637      0.637     ]
2024-08-29 23:57:38.537911,506,"[-2.2441623  -2.2372038  -2.2455492  ...  0.33248806  0.33198664
  0.33303884]","[-1.6336374  -1.6336374  -1.6448479  ...  0.25815427  0.25694796
  0.25694796]",[4.2260003  4.2260003  4.255      ... 0.642      0.63900006 0.63900006]
2024-08-29 23:57:38.578836,507,"[-2.2441623  -2.2372038  -2.2302449  ...  0.3309344   0.330428
  0.33147526]","[-1.6336374  -1.6336374  -1.6336374  ...  0.25694796  0.25574163
  0.25574163]",[4.2260003  4.2260003  4.2260003  ... 0.63900006 0.63600004 0.63600004]
2024-08-29 23:57:38.618645,508,"[-2.2919555  -2.2848487  -2.2935739  ...  0.3298986   0.32990846
  0.33095407]","[-1.6684284  -1.6684284  -1.6800256  ...  0.25614372  0.2553395
  0.2553395 ]",[4.316      4.316      4.346      ... 0.637      0.63500005 0.63500005]
2024-08-29 23:57:38.662723,510,"[-2.3078868  -2.3007305  -2.2935739  ...  0.32886282  0.32886937
  0.32991168]",[-1.6800256 -1.6800256 -1.6800256 ...  0.2553395  0.2545353  0.2545353],[4.346      4.346      4.346      ... 0.63500005 0.633      0.633     ]
2024-08-29 23:57:38.705502,511,"[-2.2595625  -2.2525558  -2.2302449  ...  0.327827    0.32886937
  0.32991168]",[-1.6448479 -1.6448479 -1.6336374 ...  0.2545353  0.2545353  0.2545353],[4.255     4.255     4.2260003 ... 0.633     0.633     0.633    ]
2024-08-29 23:57:38.746450,512,"[-2.2287621  -2.2218513  -2.2302449  ...  0.3309344   0.33094752
  0.33199644]","[-1.6224269  -1.6224269  -1.6336374  ...  0.25694796  0.25614372
  0.25614372]",[4.197      4.197      4.2260003  ... 0.63900006 0.637      0.637     ]
2024-08-29 23:57:38.788099,514,"[-2.3758595  -2.3684924  -2.361125   ...  0.327827    0.32886937
  0.32991168]",[-1.7295063 -1.7295063 -1.7295063 ...  0.2545353  0.2545353  0.2545353],[4.474 4.474 4.474 ... 0.633 0.633 0.633]
2024-08-29 23:57:38.831889,515,"[-2.2441623  -2.2372038  -2.2455492  ...  0.32886282  0.32990846
  0.33095407]",[-1.6336374 -1.6336374 -1.6448479 ...  0.2553395  0.2553395  0.2553395],[4.2260003  4.2260003  4.255      ... 0.63500005 0.63500005 0.63500005]
